"","date","target","insult","tweet"
"1760","2016-07-25","hillary-clinton","Crooked","Crooked Hillary Clinton knew everything that her ""servant"" was doing at the DNC - they just got caught, that's all! They laughed at Bernie."
"1761","2016-07-25","hillary-clinton","Crooked","Here we go again with another Clinton scandal, and e-mails yet (can you believe). Crooked Hillary knew the fix was in, B never had a chance!"
"1762","2016-07-25","democratic-national-convention","total mess","Wow, the Republican Convention went so smoothly compared to the Dems total mess. But fear not, the dishonest media will find a good spinnnn!"
"1763","2016-07-25","the-media","dishonest","Wow, the Republican Convention went so smoothly compared to the Dems total mess. But fear not, the dishonest media will find a good spinnnn!"
"1764","2016-07-25","the-media","will find a good spinnnn!","Wow, the Republican Convention went so smoothly compared to the Dems total mess. But fear not, the dishonest media will find a good spinnnn!"
"1765","2016-07-25","hillary-clinton","Crooked","The State of Florida is so embarrassed by the antics of Crooked Hillary Clinton and Debbie Wasserman Schultz that they will vote for CHANGE!"
"1766","2016-07-25","hillary-clinton","Crooked","Great POLL numbers are coming out all over. People don't want another four years of Obama, and Crooked Hillary would be even worse. #MAGA"
"1767","2016-07-25","tim-kaine","in pocket of Wall Street","Clinton betrayed Bernie voters. Kaine supports TPP, is in pocket of Wall Street, and backed Iraq War."
"1768","2016-07-25","hillary-clinton","betrayed Bernie voters","Clinton betrayed Bernie voters. Kaine supports TPP, is in pocket of Wall Street, and backed Iraq War."
"1769","2016-07-25","bernie-sanders","has totally given up on his fight for the people","While Bernie has totally given up on his fight for the people, we welcome all voters who want a better future for our workers."
"1770","2016-07-25","tim-kaine","a joke!","Hard to believe that Bernie Sanders has done such a complete fold. He got NOTHING for all of the time, energy and money. The V.P. a joke!"
"1771","2016-07-25","bernie-sanders","has done such a complete fold","Hard to believe that Bernie Sanders has done such a complete fold. He got NOTHING for all of the time, energy and money. The V.P. a joke!"
"1772","2016-07-25","juan-williams","He asked if he could have pictures taken with me. I said fine. He then trashes on air!","I was at @FoxNews and met Juan Williams in passing. He asked if he could have pictures taken with me. I said fine. He then trashes on air!"
"1773","2016-07-26","cory-booker","If Cory Booker is the future of the Democratic Party, they have no future!","If Cory Booker is the future of the Democratic Party, they have no future! I know more about Cory than he knows about himself."
"1774","2016-07-26","cory-booker","I know more about Cory than he knows about himself.","If Cory Booker is the future of the Democratic Party, they have no future! I know more about Cory than he knows about himself."
"1775","2016-07-26","delegate-system","rigged","Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs."
"1776","2016-07-26","elizabeth-warren","Pocahontas","Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!"
"1777","2016-07-26","hillary-clinton","Crooked","Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!"
"1778","2016-07-26","bernie-sanders","totally sold out","Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time."
"1779","2016-07-26","bernie-sanders","Waste of time","Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time."
"1780","2016-07-26","hillary-clinton","Crooked","Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time."
"1781","2016-07-26","elizabeth-warren","Pocahontas","Pocahontas bombed last night! Sad to watch."
"1782","2016-07-26","elizabeth-warren","bombed last night!","Pocahontas bombed last night! Sad to watch."
"1783","2016-07-26","elizabeth-warren","Sad to watch","Pocahontas bombed last night! Sad to watch."
"1784","2016-07-26","hillary-clinton","Crooked","The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!"
"1785","2016-07-26","hillary-clinton","incompetent","The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!"
"1786","2016-07-26","hillary-clinton","a liar!","The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!"
"1787","2016-07-26","bernie-sanders","he just wants to shut down and go home to bed!","Bernie's exhausted, he just wants to shut down and go home to bed!"
"1788","2016-07-26","democrats","Crazy!","In order to try and deflect the horror and stupidity of the Wikileakes disaster, the Dems said maybe it is Russia dealing with Trump. Crazy!"
"1789","2016-07-27","megyn-kelly","You have no idea what my strategy on ISIS is","You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly"
"1790","2016-07-27","megyn-kelly","get your facts straight","You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly"
"1791","2016-07-27","bill-clinton","Highly overrated!","No matter what Bill Clinton says and no matter how well he says it, the phony media will exclaim it to be incredible. Highly overrated!"
"1792","2016-07-27","the-media","phony","No matter what Bill Clinton says and no matter how well he says it, the phony media will exclaim it to be incredible. Highly overrated!"
"1793","2016-07-27","democratic-national-convention","the Republican Convention was far more interesting (with a much more beautiful set)","I hate to say it, but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!"
"1794","2016-07-27","bernie-sanders","Did Bernie go home and go to sleep?","Many of Bernie's supporters have left the arena. Did Bernie go home and go to sleep?"
"1795","2016-07-27","hillary-clinton","Crooked","Just like I have warned from the beginning, Crooked Hillary Clinton will betray you on the TPP. 
https://t.co/eoNTWK6I8y"
"1796","2016-07-27","tpp-deal","job killing","As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv."
"1797","2016-07-27","hillary-clinton","Crooked","As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv."
"1798","2016-07-27","the-new-york-times","failing","Funny how the failing @nytimes is pushing Dems narrative that Russia is working for me because Putin said ""Trump is a genius."" America 1st!"
"1799","2016-07-27","democratic-national-convention","has paid ZERO respect to the great police and law enforcement professionals","The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!"
"1800","2016-07-27","democratic-national-convention","SAD!","The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!"
"1801","2016-07-27","hillary-clinton","Crooked","Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!"
"1802","2016-07-27","hillary-clinton","wants to flood our country with Syrian immigrants that we know little or nothing about","Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!"
"1803","2016-07-27","joe-biden","not very bright","Our not very bright Vice President, Joe Biden, just stated that I wanted to ""carpet bomb"" the enemy. Sorry Joe, that was Ted Cruz!"
"1804","2016-07-27","democratic-national-convention","Pathetic","Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic"
"1805","2016-07-28","hillary-clinton","Crooked","#CrookedHillary https://t.co/JeXFnO6e3s"
"1806","2016-07-29","hillary-clinton","unfit to lead the country","Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country."
"1807","2016-07-29","hillary-clinton","owned by Wall Street!","Hillary will never reform Wall Street. She is owned by Wall Street!"
"1808","2016-07-29","hillary-clinton","no one has worse judgement","No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes."
"1809","2016-07-29","hillary-clinton","corruption and devastation follows her","No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes."
"1810","2016-07-29","morning-joe","little watched","The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!"
"1811","2016-07-29","morning-joe","SAD!","The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!"
"1812","2016-07-29","cnn","SAD!","The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!"
"1813","2016-07-29","the-media","coverage this morning of the very average Clinton speech and Convention is a joke","The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!"
"1814","2016-07-29","hillary-clinton","Crooked","Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!"
"1815","2016-07-29","hillary-clinton","very average scream!","Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!"
"1816","2016-07-29","hillary-clinton","Crooked","Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!"
"1817","2016-07-29","hillary-clinton","very long and very boring speech","Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!"
"1818","2016-07-29","john-allen","failed badly in his fight against ISIS","General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD #NeverHillary"
"1819","2016-07-29","john-allen","his record = BAD","General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD #NeverHillary"
"1820","2016-07-29","michael-bloomberg","Little","""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!"
"1821","2016-07-29","michael-bloomberg","never had the guts to run for president","""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!"
"1822","2016-07-29","michael-bloomberg","his last term as Mayor was a disaster!","""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!"
"1823","2016-07-29","hillary-clinton","Crooked","Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" Really,I just beat 16 people and am beating her!"
"1824","2016-07-29","hillary-clinton","Crooked","The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!"
"1825","2016-07-29","the-media","dishonest","The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!"
"1826","2016-07-29","hillary-clinton","Crooked","Wow, my campaign is hearing from more and more Bernie supporters that they will NEVER support Crooked Hillary. She sold them out, V.P. pick!"
"1827","2016-07-29","hillary-clinton","Crooked","I am watching Crooked Hillary speak. Same old stuff, our country needs change!"
"1828","2016-07-29","hillary-clinton","Crooked","What Bernie Sanders really thinks of Crooked Hillary Clinton. https://t.co/VgMaAsZBep"
"1829","2016-07-30","hillary-clinton","a lose cannon","Hillary Clinton should not be given national security briefings in that she is a lose cannon with extraordinarily bad judgement & insticts."
"1830","2016-07-30","hillary-clinton","extraordinarily bad judgement & insticts","Hillary Clinton should not be given national security briefings in that she is a lose cannon with extraordinarily bad judgement & insticts."
"1831","2016-07-30","hillary-clinton","Crooked","#CrookedHillary Job Application https://t.co/CKXkAlGSiV"
"1832","2016-07-30","hillary-clinton","Crooked","We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not."
"1833","2016-07-30","hillary-clinton","Crooked","Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!"
"1834","2016-07-30","hillary-clinton","a formula for disaster!","Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!"
"1835","2016-07-30","hillary-clinton","Crooked","#CrookedHillary https://t.co/xyoPFJmByp"
"1836","2016-07-30","hillary-clinton","Crooked","Why doesn't the media want to report that on the two ""Big Thursdays"" when Crooked Hillary and I made our speeches - Republican's won ratings"
"1837","2016-07-30","hillary-clinton","Crooked","Word is that Crooked Hillary has very small and unenthusiastic crowds in Pennsylvania. Perhaps it is because her husband signed NAFTA?"
"1838","2016-07-30","hillary-clinton","has very small and unenthusiastic crowds in Pennsylvania","Word is that Crooked Hillary has very small and unenthusiastic crowds in Pennsylvania. Perhaps it is because her husband signed NAFTA?"
"1839","2016-07-30","hillary-clinton","Crooked","#CrookedHillary = Obama's third term, which would be terrible news for our economic growth - seen below. https://t.co/y9WJoUaaql"
"1840","2016-07-30","hillary-clinton","Crooked","Crooked's stop in Johnstown, Pennsylvania, where jobs have been absolutely decimated by dumb politicians, drew less than 200 - with Bill, VP"
"1841","2016-07-30","politicians","dumb","Crooked's stop in Johnstown, Pennsylvania, where jobs have been absolutely decimated by dumb politicians, drew less than 200 - with Bill, VP"
"1842","2016-07-30","hillary-clinton","Crooked","Thank you to all of the television viewers that made my speech at the Republican National Convention #1 over Crooked Hillary and DEMS."
"1843","2016-07-31","hillary-clinton","Crooked","The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?"
"1844","2016-07-31","the-media","dishonest","The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?"
"1845","2016-08-01","the-new-york-times","failing","Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!"
"1846","2016-08-01","the-new-york-times","a joke","Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!"
"1847","2016-08-01","cnn","laughable!","Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!"
"1848","2016-08-01","the-media","distorted","Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!"
"1849","2016-08-01","the-media","one-sided","Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!"
"1850","2016-08-01","the-media","biased","Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!"
"1851","2016-08-01","hillary-clinton","Crooked","#CrookedHillary 
 https://t.co/oHI6xrDJU0"
"1852","2016-08-01","cnn","will soon be the least trusted name in news","CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton."
"1853","2016-08-01","cnn","anchors are completely out of touch with everyday people","CNN anchors are completely out of touch with everyday people worried about rising crime, failing schools and vanishing jobs."
"1854","2016-08-01","hillary-clinton","Crooked","Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z"
"1855","2016-08-01","hillary-clinton","100% owned by her donors","Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z"
"1856","2016-08-02","hillary-clinton","Crooked","The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD"
"1857","2016-08-02","hillary-clinton","A PATHOLOGICAL LIAR!","The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD"
"1858","2016-08-02","hillary-clinton","Crooked","#CrookedHillary https://t.co/xe0I0EmxMa"
"1859","2016-08-02","barack-obama","perhaps the worst president in the history of the United States!","President Obama will go down as perhaps the worst president in the history of the United States!"
"1860","2016-08-03","hillary-clinton","Crooked","There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!"
"1861","2016-08-03","hillary-clinton","incompetent","Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!"
"1862","2016-08-05","barack-obama","disastrous judgment","Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!"
"1863","2016-08-05","hillary-clinton","bad judgment","Hillary Clinton has bad judgment and is unfit to serve as President.
 https://t.co/3EzG620fpT"
"1864","2016-08-05","hillary-clinton","unfit to serve as President","Hillary Clinton has bad judgment and is unfit to serve as President.
 https://t.co/3EzG620fpT"
"1865","2016-08-06","hillary-clinton","Crooked","Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!"
"1866","2016-08-06","hillary-clinton","Very dangerous!","Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!"
"1867","2016-08-06","hillary-clinton","Anybody whose mind 'SHORT CIRCUITS' is not fit to be our president! Look up the word 'BRAINWASHED.","Anybody whose mind ""SHORT CIRCUITS"" is not fit to be our president! Look up the word ""BRAINWASHED."""
"1868","2016-08-06","hillary-clinton","Crooked","#CrookedHillary is not fit to be our next president! #TrumpPence16 
 https://t.co/I0zJO2sZKk"
"1869","2016-08-06","hillary-clinton","not fit to be our next president!","#CrookedHillary is not fit to be our next president! #TrumpPence16 
 https://t.co/I0zJO2sZKk"
"1870","2016-08-07","hillary-clinton","Crooked","I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!"
"1871","2016-08-07","the-media","very dishonest","I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!"
"1872","2016-08-07","the-media","totally biased","I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!"
"1873","2016-08-07","stephanie-rawlings-blake","a joke!","I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!"
"1874","2016-08-07","the-media","totally distort so many things on purpose","The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!"
"1875","2016-08-07","the-media","Very dishonest!","The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!"
"1876","2016-08-07","michael-morell","lightweight","Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!"
"1877","2016-08-07","michael-morell","has made serious bad calls","Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!"
"1878","2016-08-07","michael-morell","a total Clinton flunky!","Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!"
"1879","2016-08-09","washington-insiders","have made U.S. a mess!","I am running against the Washington insiders, just like I did in the Republican Primaries. These are the people that have made U.S. a mess!"
"1880","2016-08-10","the-media","desperate to distract from Clinton's anti-2A stance","Media desperate to distract from Clinton's anti-2A stance. I said pro-2A citizens must organize and get out vote to save our Constitution!"
"1881","2016-08-10","don-lemon","a lightweight",".@dbongino You were fantastic in defending both the Second Amendment and me last night on @CNN. Don Lemon is a lightweight - dumb as a rock"
"1882","2016-08-10","don-lemon","dumb as a rock",".@dbongino You were fantastic in defending both the Second Amendment and me last night on @CNN. Don Lemon is a lightweight - dumb as a rock"
"1883","2016-08-10","morning-joe","low ratings","Morning Joe's weakness is its low ratings. I don't watch anymore but I heard he went wild against Rudy Giuliani and #2A - sad & irrelevant!"
"1884","2016-08-10","morning-joe","sad & irrelevant!","Morning Joe's weakness is its low ratings. I don't watch anymore but I heard he went wild against Rudy Giuliani and #2A - sad & irrelevant!"
"1885","2016-08-10","cnn","low ratings","No such meeting or conversation ever happened - a made up story by ""low ratings"" @CNN."
"1886","2016-08-10","cnn","Totally dishonest","Reuters just announced that Secret Service never spoke to me or my campaign. Made up story by @CNN is a hoax. Totally dishonest."
"1887","2016-08-11","cnn","Constant phony reporting","This is no surprise. Constant phony reporting from failing @CNN turns everyone off. The American people get it! https://t.co/a1A6XMfYx1"
"1888","2016-08-11","cnn","failing","This is no surprise. Constant phony reporting from failing @CNN turns everyone off. The American people get it! https://t.co/a1A6XMfYx1"
"1889","2016-08-11","cnn","turns everyone off","This is no surprise. Constant phony reporting from failing @CNN turns everyone off. The American people get it! https://t.co/a1A6XMfYx1"
"1890","2016-08-12","cnn","Ratings challenged","Ratings challenged @CNN reports so seriously that I call President Obama (and Clinton) ""the founder"" of ISIS, & MVP. THEY DON'T GET SARCASM?"
"1891","2016-08-12","hillary-clinton","Crooked","A massive tax increase will be necessary to fund Crooked Hillary Clinton's agenda. What a terrible (and boring) rollout that was yesterday!"
"1892","2016-08-12","pundits","poor, pathetic people","I love watching these poor, pathetic people (pundits) on television working so hard and so seriously to try and figure me out. They can't!"
"1893","2016-08-12","the-media","dishonest","ISIS gained tremendous strength during Hillary Clinton's term as Secretary of State. When will the dishonest media report the facts!"
"1894","2016-08-12","obamacare","disastrous","We will repeal and replace disastrous #Obamacare! #TrumpPence16 https://t.co/Lx4Gdj5zGk"
"1895","2016-08-13","the-new-york-times","failing","The failing @nytimes has become a newspaper of fiction. Their stories about me always quote non-existent unnamed sources. Very dishonest!"
"1896","2016-08-13","the-new-york-times","newspaper of fiction","The failing @nytimes has become a newspaper of fiction. Their stories about me always quote non-existent unnamed sources. Very dishonest!"
"1897","2016-08-13","the-new-york-times","Very dishonest!","The failing @nytimes has become a newspaper of fiction. Their stories about me always quote non-existent unnamed sources. Very dishonest!"
"1898","2016-08-13","hillary-clinton","Crooked","We now have confirmation as to one reason Crooked H wanted to be sure that nobody saw her e-mails - PAY-FOR-PLAY. How can she run for Pres."
"1899","2016-08-14","the-new-york-times","failing","The failing @nytimes talks about anonymous sources and meetings that never happened. Their reporting is fiction. The media protects Hillary!"
"1900","2016-08-14","the-new-york-times","Their reporting is fiction","The failing @nytimes talks about anonymous sources and meetings that never happened. Their reporting is fiction. The media protects Hillary!"
"1901","2016-08-14","the-new-york-times","failing","The failing @nytimes, which never spoke to me, keeps saying that I am saying to advisers that I will change. False, I am who I am-never said"
"1902","2016-08-14","the-media","disgusting","If the disgusting and corrupt media covered me honestly and didn't put false meaning into the words I say, I would be beating Hillary by 20%"
"1903","2016-08-14","the-media","corrupt","If the disgusting and corrupt media covered me honestly and didn't put false meaning into the words I say, I would be beating Hillary by 20%"
"1904","2016-08-14","the-media","My rallies are not covered properly","My rallies are not covered properly by the media. They never discuss the real message and never show crowd size or enthusiasm."
"1905","2016-08-14","the-media","never discuss the real message","My rallies are not covered properly by the media. They never discuss the real message and never show crowd size or enthusiasm."
"1906","2016-08-14","hillary-clinton","Crooked","Crooked Hillary Clinton is being protected by the media. She is not a talented person or politician. The dishonest media refuses to expose!"
"1907","2016-08-14","hillary-clinton","not a talented person or politician","Crooked Hillary Clinton is being protected by the media. She is not a talented person or politician. The dishonest media refuses to expose!"
"1908","2016-08-14","the-media","dishonest","Crooked Hillary Clinton is being protected by the media. She is not a talented person or politician. The dishonest media refuses to expose!"
"1909","2016-08-14","hillary-clinton","Crooked","I am not only fighting Crooked Hillary, I am fighting the dishonest and corrupt media and her government protection process. People get it!"
"1910","2016-08-14","the-media","dishonest","I am not only fighting Crooked Hillary, I am fighting the dishonest and corrupt media and her government protection process. People get it!"
"1911","2016-08-14","the-media","corrupt","I am not only fighting Crooked Hillary, I am fighting the dishonest and corrupt media and her government protection process. People get it!"
"1912","2016-08-17","obamacare","a disaster!","We will repeal & replace #Obamacare, which has caused soaring double-digit premium increases. It is a disaster! https://t.co/NNMyTJo6i6"
"1913","2016-08-18","hillary-clinton","Crooked","#CrookedHillary #ThrowbackThursday https://t.co/v8J0r64J7h"
"1914","2016-08-19","the-new-york-times","failing","The reporting at the failing @nytimes gets worse and worse by the day. Fortunately, it is a dying newspaper."
"1915","2016-08-19","the-new-york-times","gets worse and worse by the day","The reporting at the failing @nytimes gets worse and worse by the day. Fortunately, it is a dying newspaper."
"1916","2016-08-19","the-new-york-times","a dying newspaper","The reporting at the failing @nytimes gets worse and worse by the day. Fortunately, it is a dying newspaper."
"1917","2016-08-22","hillary-clinton","Crooked","Crooked Hillary is flooding the airwaves with false and misleading ads - all paid for by her bosses on Wall Street. Media is protecting her!"
"1918","2016-08-22","donny-deutsch","a big failure in TV","I heard that @Morning_Joe was very nice on Friday but that little Donny D, a big failure in TV (& someone I helped), was nasty. Irrelevant!"
"1919","2016-08-22","donny-deutsch","Irrelevant!","I heard that @Morning_Joe was very nice on Friday but that little Donny D, a big failure in TV (& someone I helped), was nasty. Irrelevant!"
"1920","2016-08-22","mika-brzezinski","off the wall","Tried watching low-rated @Morning_Joe this morning, unwatchable! @morningmika is off the wall, a neurotic and not very bright mess!"
"1921","2016-08-22","mika-brzezinski","neurotic","Tried watching low-rated @Morning_Joe this morning, unwatchable! @morningmika is off the wall, a neurotic and not very bright mess!"
"1922","2016-08-22","mika-brzezinski","not very bright","Tried watching low-rated @Morning_Joe this morning, unwatchable! @morningmika is off the wall, a neurotic and not very bright mess!"
"1923","2016-08-22","mika-brzezinski","mess!","Tried watching low-rated @Morning_Joe this morning, unwatchable! @morningmika is off the wall, a neurotic and not very bright mess!"
"1924","2016-08-22","morning-joe","low-rated","Tried watching low-rated @Morning_Joe this morning, unwatchable! @morningmika is off the wall, a neurotic and not very bright mess!"
"1925","2016-08-22","morning-joe","unwatchable!","Tried watching low-rated @Morning_Joe this morning, unwatchable! @morningmika is off the wall, a neurotic and not very bright mess!"
"1926","2016-08-22","mika-brzezinski","very insecure","Some day, when things calm down, I'll tell the real story of @JoeNBC and his very insecure long-time girlfriend, @morningmika. Two clowns!"
"1927","2016-08-22","mika-brzezinski","clown","Some day, when things calm down, I'll tell the real story of @JoeNBC and his very insecure long-time girlfriend, @morningmika. Two clowns!"
"1928","2016-08-22","joe-scarborough","clown","Some day, when things calm down, I'll tell the real story of @JoeNBC and his very insecure long-time girlfriend, @morningmika. Two clowns!"
"1929","2016-08-23","washington-post","put together a hit job book on me","The @WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy, boring!"
"1930","2016-08-23","washington-post","inaccurate stories","The @WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy, boring!"
"1931","2016-08-23","washington-post","Don't buy, boring!","The @WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy, boring!"
"1932","2016-08-23","the-media","It is being reported by virtually everyone, and is a fact, that the media pile on against me is the worst in American political history!","It is being reported by virtually everyone, and is a fact, that the media pile on against me is the worst in American political history!"
"1933","2016-08-23","hillary-clinton","LIE!","Hillary Clinton strongly stated that there was ""absolutely no connection"" between her private work and that of The State Department. LIE!"
"1934","2016-08-23","barack-obama","should have gone to Louisiana days ago, instead of golfing. Too little, too late!","President Obama should have gone to Louisiana days ago, instead of golfing. Too little, too late!"
"1935","2016-08-25","hillary-clinton","crooked","Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!"
"1936","2016-08-25","hillary-clinton","lies","Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!"
"1937","2016-08-25","hillary-clinton","fear-mongering!","Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!"
"1938","2016-08-25","hillary-clinton","pandering to the worst instincts in our society","Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!"
"1939","2016-08-25","hillary-clinton","She should be ashamed of herself!","Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!"
"1940","2016-08-25","hillary-clinton","using race-baiting","Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!"
"1941","2016-08-25","hillary-clinton","all talk and NO ACTION!","Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!"
"1942","2016-08-25","hillary-clinton","using the oldest play in the Dem playbook","HRC is using the oldest play in the Dem playbook- when their policies fail, they are left w/this one tired argument!
 https://t.co/FNbCMmwLTn"
"1943","2016-08-26","hillary-clinton","only knows how to make a speech when it is a hit on me","Hillary Clinton only knows how to make a speech when it is a hit on me. No policy, and always very short (stamina). Media gives her a pass!"
"1944","2016-08-26","hillary-clinton","No policy","Hillary Clinton only knows how to make a speech when it is a hit on me. No policy, and always very short (stamina). Media gives her a pass!"
"1945","2016-08-26","hillary-clinton","CORRUPTION","CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. 
 Full speech transcript: https://t.co/npswT6lbg3"
"1946","2016-08-26","hillary-clinton","SABOTAGE OF THE INNER CITIES","CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. 
 Full speech transcript: https://t.co/npswT6lbg3"
"1947","2016-08-26","the-clintons","the real predators","The Clinton's are the real predators...
 https://t.co/Fr0gFtZVVz"
"1948","2016-08-26","hillary-clinton","Crooked","Crooked Hillary will NEVER be able to solve the problems of poverty, education and safety within the African-American & Hispanic communities"
